T_K	rho_1e-6_ohms.m	sigma_1e3_S/m	S_1e-6_V/K	PF_1e-6_W/m/K^2	Nc_1e20_cm^-3	Ef_eV
1002.5503355704698	21.614003544042962	46.26630128760251	-223.31378858016274	2.307256407560368	-2.4627536210679652	0.046619163086912725
1008.5906040268457	21.741998270392404	45.99393246028217	-223.5676466971245	2.298891391126405	-2.4666116284343436	0.045828173808257565
1014.6308724832214	21.82601431844564	45.81688554812677	-223.61901701727618	2.291094656229202	-2.4777473256919267	0.0454151383278437
1020.6711409395973	21.862594365992976	45.74022566852765	-223.48031132917987	2.284424653163471	-2.4962068441656764	0.04533463003749145
1026.711409395973	21.850274874930786	45.7660146485076	-223.17152673472555	2.279400631350917	-2.52186564908369	0.04554263295263177
1032.751677852349	21.789676922917202	45.89329174257991	-222.71889429159592	2.276477345210226	-2.5544334883576774	0.04609513567419267
1038.7919463087248	21.683453154816924	46.118115636846916	-222.1531127572543	2.2760214969161368	-2.5934657270747388	0.04694173252139366
1044.8322147651006	21.536094061657522	46.43367535157557	-221.50729832639695	2.2782907184276615	-2.6383806851790506	0.04800020440002795
1050.8724832214766	21.35360894658936	46.83049139380825	-220.81480524818707	2.283416275850771	-2.688482324987033	0.04931197340154399
1056.9127516778524	21.14310783636625	47.29673649396022	-220.10708443820027	2.291391076223701	-2.7429873876220987	0.05077534534845055
1062.9530201342282	20.912319165513217	47.81870399382166	-219.41174634586642	2.3020648285596956	-2.8010558651654374	0.052392083430254074
1068.993288590604	20.66908343961705	48.38143901839741	-218.75098007628046	2.3151481982318534	-2.8618235289107665	0.054065057968087485
1075.03355704698	20.42086472656775	48.96952275967971	-218.14045382170383	2.330227354752025	-2.924435122280408	0.055815758664961315
1081.0738255033557	20.174319554969784	49.56796670515997	-217.58878379543518	2.34678937768256	-2.9880767760139597	0.05757015990525187
1087.1140939597315	19.93495683551416	50.16313846330975	-217.09761278225648	2.364257613630241	-3.0520062167122965	0.05929602660154142
1093.1543624161075	19.706913354766368	50.74361377643837	-216.66228859330022	2.3820344897965904	-3.115579418268603	0.06098588414388104
1099.1946308724832	19.492858124464753	51.3008402161886	-216.27308113579417	2.3995478408199906	-3.178272486617581	0.06262543021674585
1105.234899328859	19.294026524360323	51.82951307428837	-215.91682870242204	2.416295886089372	-3.2396977660208046	0.06417244634497021
1111.275167785235	19.110372975534954	52.327602463865944	-215.5788635775947	2.4318858915471395	-3.2996134014654857	0.06562978567169907
1117.3154362416108	18.940820021850527	52.79602460961981	-215.24503783241306	2.446062327714913	-3.3579258758827795	0.06703369155086296
1123.3557046979865	18.783573229361966	53.23800683657077	-214.9036551567827	2.4587218010017637	-3.4146853500972876	0.06831863586513663
1129.3959731543623	18.6364660326867	53.65824176354514	-214.54711562792818	2.4699138100286957	-3.470073953641455	0.0695665151238251
1135.4362416107383	18.497297027304942	54.06195286391528	-214.17309805411261	2.479828045275209	-3.524387491092133	0.07074223771293434
1141.476510067114	18.364124317122428	54.453998607906136	-213.7851381962886	2.4887701980427366	-3.578011326758214	0.07189350790342275
1147.5167785234898	18.235487091189057	54.838129357300005	-213.39250860880605	2.4971289498683817	-3.6313914764730457	0.07300206052199938
1153.5570469798658	18.110532996640675	55.21648646042003	-213.00936362766834	2.5053370324043183	-3.6850021565135123	0.07410320158842927
1159.5973154362416	17.989040203082073	55.58940269801995	-212.65317669857336	2.5138291453841357	-3.7393112059271365	0.07525053761451865
1165.6375838926174	17.87133425211318	55.95553112559326	-212.3425615949002	2.522999280781312	-3.7947449020512187	0.07637644261934533
1171.6778523489934	17.75811073047629	56.31229668389274	-212.09462865246272	2.533159759276912	-3.8516537249835325	0.07757397838906441
1177.7181208053692	17.650184427817347	56.65663178136331	-211.92207664631337	2.544504095906475	-3.9102805936375997	0.07881440503434668
1183.758389261745	17.548193032110543	56.98592431540678	-211.83025571207594	2.557075657472789	-3.9707329954931723	0.08009503195853294
1189.7986577181207	17.452287915472912	57.29907762485493	-211.81445322534987	2.5707438940069878	-4.032960269114065	0.08143005908274016
1195.8389261744967	17.361845811317753	57.597562544192456	-211.85765071097416	2.58518965394305	-4.096737080730213	0.08279517547401535
1201.8791946308725	17.275233149624473	57.88633886088755	-211.9289752742493	2.599900688562904	-4.161653873975559	0.08420753352296723
1207.9194630872482	17.189649787645585	58.17454179425531	-211.98302513638845	2.6141779210808203	-4.227114777488539	0.08557973655944597
1213.9597315436242	17.101071413302293	58.4758683144342	-211.96018874508013	2.627152447179587	-4.292343142145378	0.08696558570135725
1220.0000000000000	17.004300782914367	58.808651573887886	-211.7880052292847	2.6378126176213152	-4.356394562480125	0.08828507715707017
